,contextFold,contrafold,e2efold,ipknot,mxfold,mxfold2,rna-state-inf,rna-structure,rnafold,spot-rna,ufold
5EL4_1_16,0.748,0.592,0.61,0.64,0.562,0.739,0.541,0.152,0.573,0.822,0.738
5EL4_1_1J,0.717,0.574,0.585,0.62,0.538,0.708,0.518,0.147,0.55,0.771,0.707
5EL4_1_1K,0.641,0.78,0.151,0.613,0.641,0.671,0.695,0.78,0.78,0.65,0.543
5EL4_1_1L,0.751,0.751,0.707,0.694,0.625,0.771,0.424,0.553,0.791,0.81,0.771
5EL4_1_2K,0.534,0.459,0.499,0.742,0.826,0.894,0.469,0.469,0.894,0.895,0.894
5EL4_1_2L,0.545,0.49,0.387,0.609,0.515,0.913,0.913,0.479,0.913,0.891,0.913
5EL4_1_3K,0.649,0.338,0.649,0.458,0.543,0.664,0.338,0.533,0.483,0.676,0.649
5EL4_1_3L,0.647,0.63,0.458,0.599,0.686,0.686,0.262,0.393,0.63,0.787,0.767
5EL5_1_16,0.771,0.617,0.629,0.667,0.579,0.761,0.557,0.158,0.591,0.848,0.76
5EL5_1_1J,0.726,0.582,0.593,0.629,0.546,0.718,0.525,0.149,0.557,0.791,0.717
5EL5_1_1K,0.236,0.367,0.075,0.209,0.236,0.228,0.189,0.367,0.367,0.221,0.264
5EL5_1_1L,0.453,0.588,0.096,0.392,0.449,0.449,0.353,0.494,0.453,0.588,0.588
5EL5_1_2K,0.519,0.459,0.499,0.459,0.505,0.894,0.469,0.48,0.894,0.895,0.873
5EL5_1_2L,0.481,0.417,0.464,0.417,0.457,0.83,0.426,0.435,0.81,0.813,0.792
5EL5_1_3K,0.721,0.365,0.721,0.493,0.62,0.738,0.372,0.558,0.552,0.762,0.721
5EL5_1_3L,0.533,0.355,0.519,0.494,0.566,0.566,0.355,0.327,0.519,0.653,0.584
5EL6_1_16,0.759,0.601,0.619,0.649,0.57,0.75,0.549,0.154,0.582,0.835,0.749
5EL6_1_1J,0.721,0.578,0.589,0.625,0.542,0.713,0.522,0.148,0.553,0.777,0.712
5EL6_1_1K,0.584,0.701,0.132,0.559,0.584,0.609,0.584,0.701,0.684,0.591,0.553
5EL6_1_1L,0.522,0.545,0.151,0.439,0.464,0.464,0.539,0.28,0.545,0.584,0.584
5EL6_1_2K,0.508,0.45,0.49,0.45,0.495,0.877,0.46,0.471,0.877,0.9,0.856
5EL6_1_2L,0.499,0.441,0.48,0.441,0.53,0.861,0.451,0.462,0.861,0.862,0.84
5EL6_1_3K,0.546,0.346,0.566,0.505,0.579,0.579,0.315,0.322,0.546,0.643,0.621
5EL6_1_3L,0.615,0.383,0.623,0.57,0.653,0.653,0.355,0.391,0.599,0.782,0.722
5EL7_1_16,0.753,0.596,0.614,0.645,0.566,0.744,0.545,0.153,0.578,0.829,0.743
5EL7_1_1J,0.765,0.612,0.624,0.662,0.574,0.755,0.553,0.157,0.586,0.805,0.754
5EL7_1_1K,0.51,0.602,0.204,0.494,0.51,0.539,0.51,0.602,0.588,0.523,0.467
5EL7_1_1L,0.557,0.603,0.153,0.54,0.568,0.568,0.53,0.395,0.603,0.641,0.641
5EL7_1_2K,0.49,0.433,0.472,0.433,0.477,0.845,0.443,0.454,0.845,0.867,0.825
5EL7_1_2L,0.508,0.45,0.49,0.45,0.495,0.877,0.46,0.471,0.877,0.878,0.856
5EL7_1_3K,0.432,0.243,0.41,0.41,0.458,0.458,0.243,0.213,0.432,0.556,0.559
5EL7_1_3L,0.274,0.274,0.467,0.274,0.281,0.274,0.235,0.442,0.268,0.536,0.566
5EPI_1_D,0.707,0.707,0.0,0.707,0.0,0.707,0.707,0.707,0.707,0.866,0.707
5EPI_1_H,0.707,0.707,0.0,0.707,0.0,0.707,0.707,0.707,0.707,0.866,0.707
5EPI_1_L,0.707,0.707,0.0,0.707,0.0,0.707,0.707,0.707,0.707,0.866,0.707
5EPI_1_P,0.707,0.707,0.0,0.707,0.0,0.707,0.707,0.707,0.707,0.866,0.707
5EPI_1_T,0.707,0.707,0.0,0.707,0.0,0.707,0.707,0.707,0.707,0.866,0.707
5EPI_1_X,0.707,0.707,0.0,0.707,0.0,0.707,0.707,0.707,0.707,0.866,0.707
5EW4_1_B-A,0.0,0.816,0.0,0.816,0.55,0.272,0.782,0.816,0.816,0.298,0.0
5EW7_1_B-A,0.0,0.816,0.0,0.816,0.55,0.272,0.782,0.816,0.816,0.298,0.0
5F5F_1_B,0.722,0.791,0.354,0.707,0.0,0.866,0.866,0.707,0.866,1.0,0.866
5F5F_1_D,0.772,0.845,0.218,0.756,0.0,0.845,0.845,0.756,0.845,1.0,0.845
5F5F_1_F,0.772,0.845,0.218,0.756,0.0,0.845,0.845,0.756,0.845,1.0,0.845
5F5F_1_H,0.722,0.791,0.354,0.707,0.0,0.866,0.866,0.707,0.866,1.0,0.866
5F5H_1_C,0.775,0.837,0.316,0.837,0.775,0.837,0.837,0.837,0.837,0.837,0.837
5F5H_1_D,0.707,0.655,0.0,0.655,0.589,0.655,0.655,0.655,0.655,0.655,0.655
5F8G_1_B-C,0.837,1.0,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.949,0.775
5F8H_1_B-C,0.798,0.953,0.0,0.853,0.853,0.853,0.853,0.853,0.853,0.905,0.739
5F8I_1_B-C,0.837,1.0,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.949,0.775
5F8J_1_B-C,0.905,1.0,0.0,0.905,0.905,0.905,0.905,0.905,0.905,0.953,0.953
5F8K_1_1B,0.743,0.584,0.723,0.633,0.553,0.734,0.532,0.198,0.566,0.794,0.723
5F8K_1_1x,0.499,0.441,0.174,0.662,0.486,0.861,0.451,0.451,0.861,0.883,0.861
5F8K_1_2B,0.766,0.603,0.745,0.653,0.57,0.757,0.548,0.118,0.583,0.818,0.745
5F8K_1_2x,0.499,0.441,0.174,0.662,0.486,0.861,0.451,0.451,0.861,0.883,0.861
5F8L_1_B-C,0.798,0.953,0.0,0.853,0.853,0.853,0.853,0.853,0.853,0.905,0.905
5F8M_1_B-C,0.853,0.905,0.0,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905
5F8N_1_B-C,0.866,1.0,0.0,0.866,0.866,0.866,0.866,0.866,0.866,0.935,0.866
5F98_1_B,0.953,0.953,0.0,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953
5F98_1_D,0.953,0.953,0.0,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953
5F98_1_F,0.953,0.953,0.0,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953
5F98_1_H,0.877,0.877,0.0,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877
5F98_1_J,0.953,0.953,0.0,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953
5F98_1_L,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0
5F9F_1_B,0.913,0.913,0.0,0.913,0.913,0.913,0.913,0.866,0.913,0.913,0.913
5F9F_1_D,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0
5F9F_1_F,0.953,0.953,0.0,0.953,0.953,0.953,0.953,0.905,0.953,0.953,0.953
5F9F_1_H,0.913,0.913,0.0,0.913,0.913,0.913,0.913,0.866,0.913,0.913,0.913
5F9F_1_J,0.953,0.953,0.0,0.953,0.953,0.953,0.953,0.905,0.953,0.953,0.953
5F9F_1_L,0.953,0.953,0.0,0.953,0.953,0.953,0.953,0.905,0.953,0.953,0.953
5F9H_1_B,0.816,0.866,0.167,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866
5F9H_1_D,0.894,0.949,0.183,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949
5F9H_1_F,0.853,0.905,0.174,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905
5F9H_1_H,0.816,0.866,0.167,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866
5F9H_1_J,0.853,0.905,0.174,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905
5F9H_1_L,0.894,0.949,0.183,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949
5F9R_1_A,0.793,0.77,0.0,0.708,0.708,0.688,0.748,0.575,0.737,0.794,0.748
5FDU_1_1B,0.754,0.593,0.734,0.643,0.561,0.745,0.54,0.201,0.574,0.806,0.734
5FDU_1_2B,0.743,0.584,0.723,0.633,0.553,0.734,0.532,0.114,0.566,0.794,0.723
5FDV_1_1B,0.743,0.584,0.723,0.633,0.553,0.734,0.532,0.198,0.566,0.794,0.723
5FDV_1_2B,0.743,0.584,0.723,0.633,0.553,0.734,0.532,0.114,0.566,0.794,0.723
5FJ0_1_A-B,0.568,0.725,0.229,0.26,0.607,0.649,0.229,0.562,0.607,0.306,0.607
5FJ1_1_A,0.447,0.745,0.0,0.577,0.745,0.745,0.577,0.577,0.577,0.596,0.745
5FJ1_1_B,0.447,0.745,0.0,0.577,0.745,0.745,0.577,0.577,0.577,0.596,0.745
5FJ1_1_C,0.447,0.745,0.0,0.577,0.745,0.745,0.577,0.577,0.577,0.596,0.745
5FJ1_1_D,0.447,0.745,0.0,0.577,0.745,0.745,0.577,0.577,0.577,0.596,0.745
5FJ1_1_E,0.424,0.707,0.0,0.548,0.707,0.707,0.548,0.548,0.548,0.707,0.707
5FJ1_1_F,0.447,0.745,0.0,0.577,0.745,0.745,0.577,0.577,0.577,0.596,0.745
5FJ1_1_G,0.447,0.745,0.0,0.577,0.745,0.745,0.577,0.577,0.577,0.596,0.745
5FJ1_1_H,0.447,0.745,0.0,0.577,0.745,0.745,0.577,0.577,0.577,0.596,0.745
5FJ4_1_D,0.784,0.0,0.392,0.0,0.679,0.784,0.0,0.0,0.0,0.277,0.263
5FJ4_1_H,0.816,0.0,0.436,0.0,0.707,0.816,0.0,0.0,0.0,0.306,0.289
5FJC_1_A,0.621,0.603,0.0,0.566,0.621,0.708,0.598,0.503,0.633,0.603,0.522
5FK1_1_A,0.746,0.609,0.0,0.62,0.62,0.716,0.599,0.507,0.631,0.689,0.804
5FK2_1_A,0.624,0.624,0.0,0.596,0.624,0.708,0.539,0.492,0.636,0.657,0.794
5FK3_1_A,0.636,0.641,0.0,0.613,0.723,0.619,0.602,0.492,0.653,0.636,0.794
5FK4_1_A,0.748,0.748,0.0,0.683,0.748,0.732,0.72,0.618,0.646,0.765,0.796
5FK5_1_A,0.634,0.748,0.0,0.7,0.748,0.732,0.646,0.618,0.762,0.749,0.822
5FK6_1_A,0.634,0.675,0.0,0.683,0.748,0.658,0.646,0.636,0.688,0.701,0.809
5FKD_1_A,0.757,0.757,0.0,0.757,0.757,0.741,0.729,0.625,0.772,0.758,0.818
5FKE_1_A,0.763,0.763,0.0,0.763,0.748,0.748,0.736,0.636,0.778,0.736,0.836
5FKF_1_A,0.65,0.725,0.0,0.692,0.739,0.724,0.65,0.523,0.638,0.741,0.8
5FKG_1_A,0.772,0.624,0.0,0.586,0.642,0.757,0.62,0.643,0.653,0.605,0.846
5FKH_1_A,0.704,0.679,0.0,0.638,0.766,0.661,0.638,0.521,0.691,0.684,0.828
5FL8_1_y,0.242,0.255,0.0,0.315,0.357,0.409,0.315,0.343,0.223,0.43,0.337
5FL8_1_z,0.594,0.592,0.624,0.539,0.564,0.457,0.563,0.573,0.443,0.61,0.612
5FLX_1_z,0.69,0.514,0.089,0.571,0.489,0.652,0.487,0.324,0.594,0.305,0.238
5FMZ_1_H,0.0,0.0,0.0,0.0,0.0,0.707,0.0,0.0,0.0,0.0,0.5
5FMZ_1_V,0.0,0.0,0.0,0.0,0.0,0.707,0.0,0.0,0.0,0.0,0.5
5FQ5_1_A,0.748,0.776,0.0,0.707,0.7,0.462,0.66,0.2,0.66,0.826,0.6
5FW1_1_A,0.748,0.499,0.06,0.7,0.5,0.748,0.66,0.2,0.2,0.707,0.75
5FW2_1_A,0.764,0.51,0.062,0.714,0.51,0.764,0.674,0.204,0.204,0.722,0.765
5FW3_1_A,0.78,0.52,0.063,0.73,0.521,0.78,0.688,0.209,0.209,0.737,0.782
5G4T_1_A-B,0.577,0.0,0.385,0.577,0.471,0.577,0.577,0.577,0.577,0.577,0.333
5G4U_1_A-B,0.607,0.0,0.173,0.0,0.607,0.649,0.0,0.0,0.0,0.29,0.173
5G4U_1_E-F,0.624,0.0,0.178,0.0,0.624,0.667,0.0,0.0,0.0,0.298,0.178
5G4U_1_I-J,0.624,0.0,0.178,0.0,0.624,0.667,0.0,0.0,0.0,0.298,0.178
5G4V_1_A-B,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0
5G4V_1_E-F,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.243,0.0
5GAD_1_1,0.806,0.806,0.091,0.742,0.742,0.806,0.775,0.806,0.806,0.868,0.777
5GAD_1_B,0.762,0.209,0.762,0.513,0.232,0.635,0.206,0.201,0.196,0.823,0.762
5GAE_1_B,0.75,0.205,0.75,0.505,0.228,0.625,0.203,0.198,0.193,0.82,0.76
5GAF_1_1,0.806,0.806,0.091,0.742,0.742,0.806,0.775,0.806,0.806,0.868,0.777
5GAF_1_B,0.762,0.209,0.762,0.513,0.232,0.635,0.206,0.201,0.196,0.823,0.762
5GAG_1_1,0.787,0.787,0.089,0.724,0.724,0.787,0.756,0.787,0.787,0.847,0.758
5GAG_1_B,0.75,0.205,0.75,0.505,0.228,0.625,0.203,0.198,0.193,0.82,0.76
5GAH_1_1,0.806,0.806,0.091,0.742,0.742,0.806,0.775,0.806,0.806,0.868,0.777
5GAH_1_B,0.762,0.209,0.762,0.513,0.232,0.635,0.206,0.201,0.196,0.823,0.762
5GAK_1_3,0.694,0.7,0.761,0.586,0.591,0.545,0.666,0.363,0.525,0.736,0.773
5GAK_1_A,0.698,0.358,0.698,0.454,0.606,0.681,0.319,0.492,0.533,0.716,0.698
5GAK_1_B,0.738,0.721,0.738,0.659,0.465,0.738,0.454,0.0,0.507,0.796,0.738
5GAM_1_U,0.186,0.743,0.126,0.288,0.214,0.787,0.736,0.778,0.177,0.511,0.456
5GAM_1_W,0.816,0.943,0.167,0.882,0.943,0.943,0.882,0.943,0.943,0.943,0.943
5GAN_1_U,0.186,0.743,0.126,0.288,0.214,0.787,0.736,0.758,0.177,0.511,0.456
5GAN_1_V-W,0.685,0.669,0.08,0.802,0.788,0.692,0.806,0.49,0.487,0.659,0.676
5GAO_1_V,0.55,0.68,0.105,0.68,0.629,0.68,0.497,0.497,0.497,0.782,0.612
5GAP_1_V,0.886,0.0,0.0,0.231,0.242,0.886,0.0,0.886,0.886,0.309,0.849
5GMK_1_D,0.766,0.857,0.0,0.813,0.826,0.857,0.841,0.83,0.857,0.781,0.87
5GMK_1_E-L,0.393,0.6,0.057,0.589,0.543,0.583,0.572,0.54,0.498,0.599,0.568
5H0R_1_H-I,0.14,0.934,0.0,0.911,0.284,0.899,0.911,0.911,0.911,0.146,0.0
5H1K_1_C-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5H1S_1_B,0.54,0.486,0.601,0.463,0.45,0.45,0.443,0.233,0.443,0.559,0.575
5H4P_1_3,0.665,0.671,0.73,0.562,0.575,0.529,0.639,0.348,0.51,0.705,0.741
5H5U_1_5,0.791,0.389,0.791,0.451,0.791,0.791,0.397,0.253,0.791,0.919,0.791
5H5U_1_B,0.756,0.204,0.756,0.509,0.226,0.63,0.204,0.197,0.194,0.826,0.766
5H9E_1_L,0.57,0.57,0.0,0.674,0.674,0.674,0.674,0.674,0.674,0.739,0.57
5H9F_1_L,0.668,0.668,0.0,0.791,0.791,0.791,0.791,0.791,0.791,0.722,0.668
5HAU_1_1B,0.753,0.596,0.733,0.645,0.566,0.744,0.545,0.198,0.578,0.785,0.733
5HAU_1_1w,0.508,0.45,0.177,0.675,0.495,0.877,0.46,0.46,0.877,0.9,0.877
5HAU_1_2B,0.727,0.572,0.707,0.62,0.541,0.718,0.52,0.194,0.553,0.776,0.707
5HAU_1_2w,0.499,0.441,0.174,0.662,0.486,0.861,0.451,0.451,0.861,0.883,0.861
5HBX_1_A-B,0.866,0.935,0.0,0.935,0.935,0.935,0.866,0.935,0.935,1.0,1.0
5HBX_1_C-D,0.866,0.935,0.0,0.935,0.935,0.935,0.866,0.935,0.935,1.0,1.0
5HC9_1_C,0.784,0.766,0.784,0.784,0.588,0.784,0.766,0.763,0.784,0.864,0.784
5HC9_1_D,0.764,0.746,0.764,0.764,0.582,0.764,0.746,0.745,0.764,0.866,0.764
5HCP_1_1B,0.738,0.58,0.717,0.629,0.549,0.729,0.528,0.208,0.561,0.788,0.717
5HCP_1_1x,0.508,0.45,0.177,0.675,0.495,0.877,0.46,0.46,0.877,0.9,0.877
5HCP_1_2B,0.722,0.568,0.702,0.615,0.537,0.713,0.516,0.193,0.549,0.771,0.702
5HCP_1_2x,0.499,0.441,0.174,0.662,0.486,0.861,0.451,0.451,0.861,0.883,0.861
5HCQ_1_1B,0.742,0.587,0.722,0.635,0.557,0.733,0.537,0.207,0.569,0.791,0.722
5HCQ_1_1x,0.508,0.45,0.177,0.675,0.495,0.877,0.46,0.46,0.877,0.9,0.877
5HCQ_1_2B,0.707,0.563,0.688,0.61,0.526,0.698,0.514,0.189,0.545,0.755,0.688
5HCQ_1_2x,0.49,0.433,0.171,0.65,0.477,0.845,0.443,0.443,0.845,0.867,0.845
5HCR_1_1B,0.754,0.601,0.734,0.651,0.561,0.745,0.54,0.213,0.574,0.806,0.734
5HCR_1_1x,0.508,0.45,0.177,0.675,0.495,0.877,0.46,0.46,0.877,0.9,0.877
5HCR_1_2B,0.722,0.575,0.702,0.623,0.537,0.713,0.524,0.195,0.556,0.771,0.702
5HCR_1_2x,0.49,0.424,0.171,0.634,0.465,0.845,0.433,0.433,0.825,0.849,0.845
5HD1_1_1B,0.743,0.584,0.723,0.633,0.553,0.734,0.532,0.21,0.566,0.794,0.723
5HD1_1_1x,0.508,0.45,0.177,0.675,0.495,0.877,0.46,0.46,0.877,0.9,0.877
5HD1_1_2B,0.712,0.561,0.692,0.608,0.529,0.704,0.509,0.193,0.543,0.763,0.692
5HD1_1_2x,0.49,0.424,0.171,0.634,0.465,0.845,0.433,0.433,0.825,0.849,0.845
5HKV_1_Y,0.168,0.0,0.272,0.0,0.022,0.267,0.021,0.0,0.02,0.321,0.243
5HL7_1_Y,0.184,0.0,0.298,0.0,0.024,0.293,0.023,0.0,0.022,0.351,0.266
5HN2_1_B-A,0.0,0.0,0.0,0.0,0.567,0.756,0.0,0.0,0.0,0.756,0.0
5HN2_1_C-D,0.0,0.0,0.0,0.0,0.474,0.632,0.0,0.0,0.0,0.566,0.0
5HN2_1_E-F,0.0,0.0,0.0,0.0,0.567,0.756,0.0,0.0,0.0,0.756,0.0
5HNJ_1_A-B,0.0,0.0,0.0,0.0,0.567,0.756,0.0,0.0,0.0,0.756,0.0
5HNJ_1_C-D,0.0,0.0,0.0,0.0,0.567,0.756,0.0,0.0,0.0,0.756,0.0
5HNJ_1_E-F,0.0,0.0,0.0,0.0,0.612,0.816,0.0,0.0,0.0,0.816,0.0
5HNQ_1_A-B,0.0,0.0,0.0,0.0,0.567,0.756,0.0,0.0,0.0,0.676,0.0
5HNQ_1_C-D,0.0,0.0,0.0,0.0,0.612,0.816,0.0,0.0,0.0,0.816,0.0
5HNQ_1_E-F,0.0,0.0,0.0,0.0,0.612,0.816,0.0,0.0,0.0,0.816,0.0
5HNQ_1_G-H,0.0,0.0,0.0,0.0,0.612,0.816,0.0,0.0,0.0,0.816,0.0
5HNQ_1_I-J,0.0,0.0,0.0,0.0,0.53,0.707,0.0,0.0,0.0,0.632,0.0
5HNQ_1_K-L,0.0,0.0,0.0,0.0,0.612,0.816,0.0,0.0,0.0,0.816,0.0
5HO4_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5HP2_1_C-B,0.832,0.856,0.148,0.832,0.81,0.81,0.786,0.786,0.786,0.855,0.899
5HP3_1_C-B,0.816,0.84,0.0,0.795,0.795,0.795,0.771,0.771,0.771,0.818,0.84
5HR6_1_C,0.791,0.722,0.331,0.712,0.707,0.791,0.458,0.458,0.791,0.81,0.791
5HR6_1_D,0.783,0.712,0.156,0.548,0.466,0.783,0.466,0.466,0.783,0.803,0.763
5HR7_1_C,0.791,0.737,0.486,0.667,0.707,0.791,0.458,0.3,0.791,0.829,0.791
5HR7_1_D,0.778,0.726,0.479,0.656,0.696,0.778,0.451,0.296,0.778,0.816,0.778
5HSW_1_B,0.471,0.667,0.236,0.667,0.0,0.816,0.816,0.816,0.816,0.943,0.471
5I4L_1_3,0.676,0.661,0.718,0.553,0.579,0.534,0.62,0.343,0.496,0.714,0.729
5I4L_1_7,0.681,0.666,0.724,0.558,0.583,0.538,0.625,0.346,0.5,0.719,0.735
5IB7_1_16,0.753,0.596,0.614,0.645,0.566,0.744,0.545,0.153,0.578,0.829,0.743
5IB7_1_1J,0.765,0.612,0.624,0.662,0.574,0.755,0.553,0.157,0.586,0.823,0.754
5IB7_1_1K,0.5,0.656,0.047,0.641,0.593,0.5,0.502,0.565,0.5,0.583,0.656
5IB7_1_1L,0.515,0.515,0.05,0.515,0.515,0.515,0.528,0.515,0.515,0.671,0.631
5IB7_1_2K,0.508,0.45,0.49,0.45,0.495,0.877,0.46,0.471,0.877,0.9,0.856
5IB7_1_2L,0.508,0.45,0.49,0.45,0.495,0.877,0.46,0.471,0.877,0.878,0.856
5IB7_1_3K,0.683,0.588,0.18,0.566,0.55,0.659,0.584,0.659,0.683,0.712,0.643
5IB7_1_3L,0.746,0.746,0.223,0.714,0.65,0.727,0.596,0.229,0.618,0.765,0.746
5IB8_1_16,0.748,0.592,0.61,0.64,0.562,0.739,0.541,0.152,0.573,0.822,0.738
5IB8_1_1J,0.748,0.599,0.61,0.647,0.562,0.739,0.541,0.153,0.573,0.795,0.738
5IB8_1_1K,0.558,0.701,0.127,0.649,0.567,0.558,0.296,0.296,0.558,0.605,0.685
5IB8_1_1L,0.487,0.487,0.255,0.487,0.487,0.487,0.5,0.309,0.487,0.641,0.617
5IB8_1_2K,0.519,0.459,0.499,0.459,0.505,0.894,0.469,0.48,0.894,0.895,0.873
5IB8_1_2L,0.529,0.468,0.51,0.468,0.515,0.913,0.479,0.49,0.913,0.914,0.891
5IB8_1_3K,0.683,0.588,0.18,0.566,0.55,0.659,0.584,0.659,0.683,0.712,0.643
5IB8_1_3L,0.742,0.742,0.233,0.711,0.639,0.76,0.584,0.234,0.608,0.742,0.742
5IBB_1_16,0.753,0.596,0.614,0.645,0.566,0.744,0.545,0.153,0.578,0.829,0.743
5IBB_1_1J,0.754,0.601,0.624,0.651,0.561,0.745,0.54,0.139,0.574,0.814,0.744
5IBB_1_1K,0.789,0.554,0.0,0.486,0.325,0.789,0.767,0.27,0.789,0.789,0.789
5IBB_1_1L,0.482,0.549,0.0,0.47,0.442,0.627,0.643,0.421,0.47,0.651,0.442
5IBB_1_2K,0.499,0.441,0.48,0.441,0.486,0.861,0.451,0.462,0.861,0.883,0.84
5IBB_1_2L,0.49,0.433,0.171,0.465,0.477,0.845,0.465,0.412,0.443,0.806,0.825
5IBB_1_3K,0.627,0.627,0.0,0.477,0.602,0.627,0.421,0.241,0.412,0.623,0.627
5IBB_1_3L,0.753,0.561,0.047,0.638,0.538,0.753,0.526,0.514,0.538,0.805,0.753
5ID6_1_G,0.674,0.674,0.0,0.674,0.674,0.674,0.674,0.674,0.674,0.739,0.674
5IEM_9_A,0.775,0.677,0.091,0.694,0.732,0.856,0.694,0.837,0.856,0.735,0.838
5IMQ_1_4,0.725,0.692,0.725,0.558,0.725,0.725,0.364,0.232,0.725,0.843,0.725
5IMQ_1_5,0.725,0.365,0.725,0.448,0.522,0.708,0.708,0.337,0.708,0.747,0.725
5IMQ_1_E,0.75,0.605,0.631,0.656,0.579,0.742,0.544,0.16,0.579,0.801,0.74
5IMR_1_4,0.716,0.683,0.716,0.551,0.716,0.716,0.36,0.229,0.716,0.785,0.716
5IMR_1_5,0.682,0.359,0.682,0.44,0.503,0.683,0.699,0.325,0.683,0.748,0.683
5IMR_1_E,0.736,0.59,0.614,0.642,0.562,0.728,0.526,0.159,0.564,0.77,0.725
5IQR_1_3,0.757,0.192,0.757,0.502,0.214,0.46,0.189,0.185,0.18,0.83,0.757
5IQR_1_4,0.642,0.288,0.642,0.377,0.4,0.645,0.661,0.294,0.645,0.737,0.68
5IQR_1_5,0.816,0.428,0.439,0.637,0.816,0.816,0.816,0.816,0.816,0.856,0.816
5IQR_1_6,0.866,0.473,0.252,0.472,0.55,0.866,0.846,0.477,0.846,0.784,0.676
5IT8_1_CB,0.745,0.189,0.745,0.494,0.211,0.453,0.186,0.182,0.177,0.817,0.745
5IT8_1_DB,0.75,0.205,0.75,0.505,0.228,0.625,0.203,0.198,0.193,0.82,0.76
5IT9_1_i,0.07,0.471,0.024,0.479,0.376,0.269,0.196,0.144,0.46,0.191,0.368
5J01_1_A,0.567,0.682,0.04,0.535,0.548,0.723,0.621,0.322,0.635,0.67,0.609
5J02_1_A,0.571,0.687,0.04,0.539,0.552,0.728,0.626,0.587,0.64,0.678,0.621
5J0M_1_B,0.866,0.913,0.354,0.913,0.913,0.913,0.913,0.866,0.913,0.87,0.913
5J1O_2_B,0.832,0.877,0.34,0.877,0.877,0.877,0.877,0.832,0.877,0.92,0.877
5J2W_1_B,0.905,0.953,0.405,0.953,0.953,0.953,0.953,0.905,0.953,1.0,0.953
5J30_1_QV,0.767,0.731,0.767,0.59,0.767,0.767,0.385,0.245,0.767,0.891,0.767
5J30_1_RB,0.738,0.58,0.717,0.629,0.549,0.729,0.528,0.197,0.561,0.788,0.717
5J30_1_XV,0.756,0.721,0.756,0.582,0.756,0.756,0.38,0.242,0.756,0.862,0.756
5J30_1_YB,0.754,0.601,0.734,0.651,0.561,0.745,0.54,0.201,0.574,0.806,0.734
5J3C_1_QV,0.745,0.711,0.745,0.574,0.745,0.745,0.374,0.238,0.745,0.866,0.745
5J3C_1_RB,0.743,0.584,0.723,0.633,0.553,0.734,0.532,0.198,0.566,0.794,0.723
5J3C_1_XV,0.778,0.742,0.778,0.599,0.778,0.778,0.391,0.249,0.778,0.888,0.778
5J3C_1_YB,0.754,0.601,0.734,0.651,0.561,0.745,0.54,0.201,0.574,0.806,0.734
5J4B_1_1B,0.748,0.592,0.728,0.64,0.562,0.739,0.541,0.197,0.573,0.797,0.728
5J4B_1_1w,0.845,0.276,0.0,0.347,0.282,0.845,0.236,0.824,0.242,0.886,0.454
5J4B_1_1x,0.499,0.432,0.174,0.645,0.473,0.861,0.441,0.441,0.84,0.864,0.861
5J4B_1_1y,0.816,0.266,0.0,0.335,0.279,0.816,0.228,0.796,0.234,0.837,0.478
5J4B_1_2B,0.719,0.563,0.698,0.612,0.528,0.711,0.507,0.223,0.544,0.774,0.698
5J4B_1_2w,0.233,0.246,0.0,0.314,0.221,0.246,0.205,0.205,0.205,0.7,0.442
5J4B_1_2x,0.499,0.441,0.174,0.662,0.486,0.861,0.451,0.451,0.861,0.883,0.861
5J4B_1_2y,0.258,0.266,0.065,0.329,0.279,0.266,0.228,0.195,0.228,0.73,0.343
5J4C_1_1B,0.753,0.596,0.733,0.645,0.566,0.744,0.545,0.198,0.578,0.803,0.733
5J4C_1_1w,0.845,0.276,0.0,0.347,0.282,0.845,0.236,0.824,0.242,0.867,0.454
5J4C_1_1x,0.499,0.432,0.174,0.645,0.473,0.861,0.441,0.441,0.84,0.864,0.861
5J4C_1_1y,0.816,0.266,0.0,0.335,0.279,0.816,0.228,0.796,0.234,0.837,0.478
5J4C_1_2B,0.698,0.547,0.677,0.595,0.512,0.691,0.492,0.216,0.529,0.751,0.677
