,contextFold,contrafold,e2efold,ipknot,mxfold,mxfold2,rna-state-inf,rna-structure,rnafold,spot-rna,ufold
4ZER_1_2x,0.566,0.501,0.197,0.751,0.551,0.976,0.512,0.976,0.976,0.952,0.976
4ZLD_1_B,0.913,1.0,0.289,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4ZNP_1_A,0.2,0.751,0.0,0.756,0.818,0.873,0.873,0.582,0.873,0.873,0.756
4ZNP_1_B,0.588,0.572,0.0,0.816,0.784,0.85,0.85,0.756,0.85,0.816,0.782
4ZSN_1_QV,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.976,0.976,1.0,0.976
4ZSN_1_RB,0.973,0.8,0.783,0.868,0.746,0.974,0.711,0.763,0.763,0.987,0.96
4ZSN_1_XV,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.976,0.976,1.0,0.976
4ZSN_1_YB,0.973,0.795,0.777,0.865,0.738,0.973,0.72,0.757,0.757,0.986,0.959
4ZT0_1_B,0.767,0.849,0.0,0.824,0.8,0.519,0.8,0.8,0.8,0.788,0.941
4ZT0_1_D,0.767,0.849,0.0,0.824,0.8,0.519,0.8,0.8,0.8,0.788,0.941
4ZT9_1_B,0.75,0.839,0.0,0.813,0.788,0.485,0.788,0.788,0.788,0.775,0.938
4ZT9_1_D,0.767,0.849,0.0,0.824,0.8,0.519,0.8,0.8,0.8,0.788,0.941
5A17_1_A,0.763,0.763,0.302,0.763,0.763,0.763,1.0,0.704,1.0,0.818,1.0
5A18_1_A,0.763,0.763,0.302,0.763,0.763,0.763,1.0,0.704,1.0,0.818,1.0
5A2Q_1_3,0.788,0.393,0.023,0.488,0.085,0.181,0.359,0.224,0.182,0.307,0.129
5A8L_1_A,0.0,0.09,0.0,0.0,0.036,0.064,0.061,0.129,0.0,0.225,0.265
5A8L_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107
5A8L_1_P,0.894,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5A9Z_1_AB,1.0,0.829,0.85,0.873,0.789,1.0,0.753,0.789,0.789,1.0,0.986
5AA0_1_AB,1.0,0.829,0.85,0.873,0.789,1.0,0.753,0.789,0.789,1.0,0.986
5AA0_1_BC,1.0,0.595,1.0,0.703,0.723,1.0,1.0,0.574,1.0,1.0,1.0
5AA0_1_BD,1.0,0.471,1.0,0.632,0.707,1.0,1.0,1.0,1.0,1.0,1.0
5AA0_1_BE,1.0,0.386,1.0,0.593,0.564,1.0,1.0,1.0,1.0,1.0,1.0
5ADY_1_A,0.984,0.246,0.984,0.65,0.277,0.646,0.243,0.243,0.236,1.0,0.984
5AFI_1_B,0.972,0.274,0.972,0.674,0.304,0.901,0.27,0.25,0.264,0.986,0.972
5AFI_1_v,0.551,0.512,0.709,0.582,0.901,0.976,0.524,0.976,0.512,0.927,0.976
5AFI_1_w,0.516,0.459,0.735,0.535,0.904,0.968,0.471,0.968,0.459,0.904,0.968
5AFI_1_y,0.342,0.5,0.067,0.445,0.334,0.953,0.334,0.929,0.273,0.906,0.524
5AH5_1_C,0.737,0.455,0.557,0.485,0.669,0.956,0.565,0.774,0.683,0.909,0.909
5AH5_1_D,0.737,0.489,0.669,0.622,0.737,0.956,0.501,0.0,0.546,0.909,0.978
5AJ0_1_A4,0.968,0.8,0.968,0.717,0.835,0.594,0.826,0.921,0.938,0.969,0.968
5AJ0_1_Bv,1.0,0.616,1.0,0.718,0.738,1.0,1.0,0.975,1.0,1.0,1.0
5AJ0_1_Bw,1.0,0.616,1.0,0.718,0.738,1.0,1.0,0.975,1.0,1.0,1.0
5AKA_1_7,0.944,0.189,0.142,0.365,0.85,0.354,0.196,0.0,0.0,0.85,0.8
5AKA_1_A,0.971,0.254,0.971,0.663,0.282,0.628,0.25,0.254,0.244,0.986,0.971
5AMQ_1_B-c,0.935,1.0,0.408,1.0,1.0,1.0,1.0,0.866,0.935,1.0,1.0
5AMR_1_B-C,0.935,1.0,0.408,1.0,1.0,1.0,1.0,0.866,0.935,1.0,1.0
5AOX_1_C,0.894,0.932,0.0,0.788,0.931,0.949,0.859,0.475,0.932,0.677,0.754
5AOX_1_F,0.894,0.932,0.0,0.788,0.931,0.949,0.859,0.914,0.932,0.677,0.754
5APN_1_7,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5APO_1_7,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5AXM_1_P,0.949,0.244,0.577,0.38,0.28,0.975,0.244,0.25,0.244,0.975,0.975
5AXN_1_P,0.564,0.514,0.0,0.4,0.605,0.605,0.303,0.514,0.501,0.97,0.804
5AXW_1_B,0.746,1.0,0.0,0.91,0.813,0.746,1.0,1.0,1.0,1.0,1.0
5AY2_1_A-B,0.612,0.0,0.408,0.0,0.612,0.791,0.0,0.0,0.0,0.612,0.0
5AY2_1_C-D,0.612,0.0,0.408,0.0,0.612,0.791,0.0,0.0,0.0,0.612,0.0
5AY3_1_A-B,0.612,0.0,0.408,0.0,0.612,0.791,0.0,0.0,0.0,0.612,0.0
5AY4_1_A-B,0.612,0.0,0.408,0.0,0.612,0.791,0.0,0.0,0.0,0.612,0.0
5B2O_1_B,0.257,0.62,0.0,0.724,0.436,0.524,0.524,0.6,0.524,0.787,0.6
5B2P_1_B,0.39,0.62,0.0,0.724,0.436,0.537,0.537,0.6,0.537,0.787,0.62
5B2Q_1_B,0.257,0.62,0.0,0.724,0.436,0.524,0.524,0.6,0.524,0.787,0.6
5B2R_1_A,0.585,0.779,0.099,0.779,0.8,0.779,0.8,0.8,0.8,0.765,0.743
5B2S_1_A,0.585,0.779,0.099,0.779,0.8,0.779,0.8,0.8,0.8,0.765,0.743
5B2T_1_A,0.585,0.779,0.099,0.779,0.8,0.779,0.8,0.8,0.8,0.765,0.743
5B43_1_B,0.0,0.4,0.0,0.507,0.0,1.0,1.0,1.0,0.0,0.4,0.2
5B63_1_B,0.939,0.91,0.219,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939
5B63_1_D,0.943,0.915,0.183,0.889,0.943,0.943,0.943,0.913,0.943,0.943,0.915
5BJO_1_E,0.625,0.625,0.289,0.625,0.668,0.625,0.625,0.535,0.625,0.866,0.625
5BJO_1_Y,0.714,0.714,0.309,0.714,0.772,0.714,0.714,0.617,0.714,0.845,0.714
5BJP_1_E,0.845,0.714,0.0,0.714,0.845,0.714,0.714,0.617,0.714,1.0,0.714
5BJP_1_Y,0.791,0.625,0.0,0.625,0.791,0.625,0.668,0.535,0.625,1.0,0.625
5BKL_1_bb-qq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKL_1_e-P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKL_1_h-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKL_1_m-X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKL_1_UU-ll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKL_1_WW-V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKN_1_bb-qq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKN_1_S-h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKN_1_T-i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKN_1_TT-kk,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKN_1_UU-ll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKN_1_V-WW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BKN_1_X-m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5BTM_1_A,0.913,0.913,0.109,0.913,0.913,0.866,0.913,0.913,0.913,0.913,0.913
5BTM_1_B,0.913,0.913,0.109,0.913,0.913,0.866,0.913,0.913,0.913,0.913,0.913
5BTP_1_A,0.837,0.447,0.0,0.62,0.777,0.837,0.581,0.258,0.866,1.0,0.707
5BTP_1_B,0.588,0.707,0.0,0.816,0.385,0.588,0.588,0.497,0.497,1.0,0.569
5C45_1_X-Y,0.801,0.658,0.0,0.683,0.675,0.835,0.493,0.469,0.731,0.817,0.801
5C7U_1_B,0.885,0.861,0.111,0.885,0.861,0.885,0.885,0.885,0.885,0.978,1.0
5C7W_1_C,0.879,0.854,0.071,0.879,0.854,0.879,0.879,0.879,0.879,0.977,1.0
5C9H_1_C-D,1.0,1.0,0.471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5C9H_1_G-E,1.0,1.0,0.289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5CCB_1_N,0.956,0.728,0.786,0.667,0.886,0.956,0.728,0.956,0.622,0.978,0.933
5CCX_1_N,0.977,0.744,0.672,0.636,0.88,0.977,0.744,0.977,0.636,0.977,0.953
5CD1_1_M,1.0,1.0,0.741,0.72,0.901,1.0,1.0,1.0,1.0,1.0,0.927
5CD1_1_N,0.953,0.715,0.88,0.651,0.88,0.953,0.715,0.953,0.605,0.93,0.929
5CD4_1_L,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5CD4_1_X,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5CNR_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5CNR_1_E-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5CZP_1_QV,0.973,0.947,0.973,0.77,0.973,0.973,0.564,0.973,0.973,1.0,0.973
5CZP_1_RB,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.757,0.757,0.986,0.944
5CZP_1_XV,0.975,0.95,0.975,0.783,0.975,0.975,0.55,0.975,0.975,1.0,0.975
5CZP_1_YB,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.757,0.757,0.986,0.944
5CZZ_1_B,0.746,1.0,0.0,0.91,0.813,0.746,1.0,1.0,1.0,1.0,1.0
5D0A_1_E,1.0,1.0,0.577,1.0,0.816,1.0,1.0,0.0,1.0,1.0,1.0
5D0A_1_F,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.894,1.0,1.0,1.0
5D0B_1_F,0.913,0.913,0.408,0.913,0.913,0.913,0.913,0.816,0.913,0.913,0.913
5D5L_1_A,0.612,0.89,0.0,0.957,0.867,0.89,0.89,0.89,0.89,0.818,0.936
5D5L_1_B,0.612,0.89,0.0,0.957,0.867,0.89,0.89,0.89,0.89,0.818,0.936
5D5L_1_C,0.612,0.89,0.0,0.957,0.867,0.89,0.89,0.89,0.89,0.818,0.936
5D5L_1_D,0.612,0.89,0.0,0.957,0.867,0.89,0.89,0.89,0.89,0.818,0.936
5D8B_1_AD,0.972,0.789,0.943,0.861,0.73,0.972,0.712,0.75,0.75,0.986,0.943
5D8B_1_BD,0.975,0.95,0.975,0.783,0.975,0.975,0.524,0.975,0.975,1.0,0.975
5D8B_1_ED,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.976,0.976,1.0,0.976
5D8B_1_FD,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.976,0.976,1.0,0.976
5D8B_1_WC,0.972,0.789,0.943,0.861,0.73,0.972,0.712,0.282,0.75,0.986,0.943
5D8B_1_XC,0.975,0.95,0.975,0.783,0.975,0.975,0.524,0.334,0.975,1.0,0.975
5D8H_1_A,0.882,0.824,0.0,0.824,0.882,0.941,0.882,0.849,0.882,0.778,0.668
5D8T_1_A-B,0.707,0.0,0.0,0.0,0.0,0.707,0.0,0.0,0.0,0.0,0.0
5D99_1_A,0.447,0.447,0.0,0.0,0.516,1.0,0.671,0.0,0.0,0.0,0.548
5DAT_1_3,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5DAT_1_7,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5DC3_1_3,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5DC3_1_7,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5DCV_1_B,0.192,0.192,0.204,0.385,0.589,0.577,0.957,0.436,0.436,0.433,0.408
5DCV_1_D,0.192,0.192,0.204,0.385,0.589,0.577,0.957,0.436,0.436,0.433,0.408
5DDO_1_A,0.97,1.0,0.0,1.0,1.0,1.0,0.97,0.303,1.0,1.0,0.84
5DDO_1_B,0.968,1.0,0.0,1.0,1.0,1.0,0.968,0.968,1.0,1.0,0.829
5DE5_1_A,0.772,0.772,0.309,0.772,0.772,0.772,0.772,0.676,0.772,1.0,0.772
5DE5_1_C,0.772,0.772,0.309,0.772,0.772,0.772,0.772,0.676,0.772,1.0,0.772
5DE8_1_A,0.772,0.772,0.309,0.772,0.772,0.772,0.772,0.676,0.772,1.0,0.772
5DE8_1_C,0.772,0.772,0.309,0.772,0.772,0.772,0.772,0.676,0.772,1.0,0.772
5DEA_1_A,0.772,0.772,0.309,0.772,0.772,0.772,0.772,0.676,0.772,1.0,0.772
5DEA_1_C,0.772,0.772,0.309,0.772,0.772,0.772,0.772,0.676,0.772,1.0,0.772
5DER_1_A-B,0.577,1.0,0.0,0.707,0.0,0.707,0.707,0.0,0.0,0.816,1.0
5DER_1_C-D,0.577,1.0,0.0,0.707,0.0,0.707,0.707,0.0,0.0,0.816,1.0
5DFE_1_QV,0.973,0.947,0.973,0.77,0.973,0.973,0.564,0.973,0.973,1.0,0.973
5DFE_1_RB,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.757,0.757,0.986,0.944
5DFE_1_XV,0.975,0.95,0.975,0.783,0.975,0.975,0.55,0.975,0.975,1.0,0.975
5DFE_1_YB,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.757,0.757,0.986,0.944
5DGE_1_3,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5DGE_1_7,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5DGF_1_3,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5DGF_1_7,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5DGV_1_3,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5DGV_1_7,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
5DH6_1_A,0.0,0.913,0.0,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913
5DH7_1_A,0.0,0.913,0.0,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913
5DH8_1_A,0.0,0.913,0.0,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913
5DHC_1_A-B,0.866,0.935,0.0,0.935,0.935,0.935,0.866,0.935,0.935,1.0,1.0
5DHC_1_C-D,0.866,0.935,0.0,0.935,0.935,0.935,0.866,0.935,0.935,1.0,1.0
5DI2_1_A,0.0,0.913,0.0,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913
5DI4_1_A,0.0,0.913,0.0,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913
5DM6_1_Y,0.783,0.957,0.802,0.928,0.507,0.986,0.794,0.607,0.87,0.956,0.971
5DM7_1_Y,0.8,0.985,0.808,0.923,0.508,0.985,0.813,0.625,0.892,0.953,0.969
5DOX_1_1B,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.757,0.757,0.986,0.944
5DOX_1_2B,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.757,0.757,0.986,0.944
5DOY_1_1B,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.757,0.757,0.986,0.944
5DOY_1_1w,0.976,0.537,0.276,0.501,0.35,0.976,0.36,0.25,0.976,0.976,0.651
5DOY_1_1x,0.566,0.501,0.276,0.751,0.551,0.976,0.512,0.976,0.976,0.927,0.976
5DOY_1_1y,1.0,0.35,0.0,0.439,0.359,1.0,0.3,0.975,0.308,1.0,0.55
5DOY_1_2B,0.972,0.789,0.943,0.861,0.761,0.972,0.693,0.269,0.75,0.986,0.943
5DOY_1_2w,0.975,0.513,0.0,0.474,0.271,0.975,0.325,0.256,0.975,0.975,0.744
5DOY_1_2x,0.566,0.501,0.276,0.751,0.551,0.976,0.512,0.976,0.976,0.927,0.976
5DOY_1_2y,0.327,0.333,0.077,0.41,0.35,0.333,0.286,0.244,0.286,0.845,0.429
5DQK_1_A,0.0,0.913,0.0,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913
5DUN_1_A,0.229,0.229,0.0,0.26,0.145,0.0,0.243,0.324,0.0,0.835,0.533
5DV7_1_A-B,0.913,1.0,0.136,0.943,0.943,0.943,0.943,0.913,0.943,0.972,1.0
5E3H_1_B-C,0.905,1.0,0.174,0.953,0.953,0.953,0.953,0.905,0.953,1.0,1.0
5E54_1_A,0.0,0.744,0.091,0.744,0.0,0.744,0.744,0.62,0.744,0.671,0.682
5E54_1_B,0.86,0.646,0.0,0.694,0.885,0.574,0.885,0.538,0.646,0.861,0.934
5E6M_1_C,0.927,0.801,0.436,0.781,0.292,0.976,0.551,0.551,0.791,0.976,0.878
5E6M_1_E,0.927,0.801,0.436,0.781,0.292,0.976,0.551,0.791,0.791,0.976,0.878
5E7K_1_16,0.973,0.795,0.777,0.865,0.738,0.973,0.72,0.757,0.757,0.986,0.959
5E7K_1_1J,0.971,0.783,0.781,0.857,0.753,0.971,0.703,0.743,0.743,0.986,0.956
5E7K_1_1K,0.778,0.97,0.07,0.882,0.751,0.807,0.804,0.97,0.807,0.941,0.97
5E7K_1_1L,0.866,0.917,0.354,0.75,0.822,0.822,0.866,1.0,0.917,1.0,1.0
5E7K_1_2K,0.582,0.501,0.545,0.81,0.901,0.976,0.512,0.976,0.976,0.927,0.976
5E7K_1_2L,0.582,0.501,0.545,0.81,0.901,0.976,0.512,0.976,0.976,0.927,0.976
5E7K_1_3K,1.0,0.376,1.0,0.6,0.82,1.0,0.365,0.645,0.733,1.0,1.0
5E7K_1_3L,0.859,0.501,0.788,0.8,0.894,0.894,0.438,0.689,0.859,1.0,1.0
5E81_1_16,0.973,0.795,0.777,0.865,0.738,0.973,0.72,0.757,0.757,0.986,0.959
5E81_1_1J,0.973,0.795,0.777,0.865,0.738,0.973,0.72,0.757,0.757,0.986,0.959
5E81_1_1K,0.761,0.964,0.267,0.964,0.694,0.761,0.756,0.643,0.761,0.886,0.964
5E81_1_1L,0.73,0.73,0.0,0.73,0.73,0.73,0.73,0.73,0.73,0.783,0.696
5E81_1_2K,0.566,0.501,0.545,0.512,0.551,0.976,0.512,0.976,0.976,0.927,0.976
5E81_1_2L,0.566,0.501,0.545,0.512,0.551,0.976,0.512,0.976,0.976,0.927,0.976
5E81_1_3K,1.0,0.923,0.226,0.877,0.836,1.0,0.877,0.961,1.0,1.0,1.0
5E81_1_3L,1.0,1.0,0.302,1.0,0.832,0.968,0.735,0.968,0.775,1.0,1.0
5EAO_1_A,0.0,0.913,0.0,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913
5EAQ_1_A,0.0,0.913,0.0,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913
5ED1_1_C-B,0.926,0.952,0.0,0.901,0.901,0.901,0.874,0.874,0.874,0.927,0.952
5ED2_1_C-B,0.874,0.952,0.069,0.901,0.901,0.901,0.901,0.72,0.901,0.927,0.952
5ED2_1_F-E,0.874,0.952,0.069,0.901,0.901,0.901,0.901,0.72,0.901,0.927,0.952
5EL4_1_16,0.973,0.795,0.777,0.865,0.738,0.973,0.72,0.757,0.757,0.986,0.959
5EL4_1_1J,0.97,0.776,0.825,0.853,0.713,0.971,0.693,0.735,0.735,0.985,0.955
5EL4_1_1K,0.837,1.0,0.0,0.783,0.837,0.837,0.837,1.0,1.0,0.837,0.632
5EL4_1_1L,0.858,0.858,0.953,0.727,0.603,0.953,0.455,0.953,0.953,0.953,0.953
5EL4_1_2K,0.582,0.501,0.545,0.81,0.901,0.976,0.512,0.976,0.976,0.927,0.976
5EL4_1_2L,0.615,0.55,0.424,0.685,0.58,1.0,1.0,1.0,1.0,0.95,1.0
5EL4_1_3K,0.881,0.386,0.881,0.48,0.783,0.881,0.361,0.667,0.721,0.881,0.881
5EL4_1_3L,0.884,0.884,0.654,0.884,0.913,0.913,0.412,0.365,0.884,1.0,1.0
5EL5_1_16,0.972,0.789,0.787,0.861,0.73,0.972,0.712,0.75,0.75,0.986,0.957
5EL5_1_1J,0.972,0.789,0.787,0.861,0.73,0.972,0.712,0.75,0.75,0.986,0.957
5EL5_1_1K,0.632,1.0,0.0,0.516,0.632,0.632,0.632,1.0,1.0,0.632,0.632
5EL5_1_1L,0.802,1.0,0.289,0.75,0.866,0.866,0.535,0.707,0.802,1.0,1.0
5EL5_1_2K,0.566,0.501,0.545,0.512,0.551,0.976,0.512,0.976,0.976,0.927,0.976
5EL5_1_2L,0.566,0.501,0.545,0.512,0.551,0.976,0.512,0.976,0.976,0.927,0.976
5EL5_1_3K,1.0,0.483,1.0,0.714,0.849,1.0,0.483,0.735,0.786,1.0,1.0
5EL5_1_3L,0.858,0.636,0.818,0.818,0.905,0.905,0.585,0.727,0.858,1.0,1.0
5EL6_1_16,0.973,0.795,0.777,0.865,0.738,0.973,0.72,0.757,0.757,0.986,0.959
5EL6_1_1J,0.973,0.795,0.777,0.865,0.738,0.973,0.72,0.757,0.757,0.986,0.959
5EL6_1_1K,0.784,0.961,0.0,0.702,0.784,0.784,0.734,0.961,0.961,0.74,0.784
5EL6_1_1L,0.845,0.889,0.283,0.741,0.806,0.806,0.845,0.964,0.889,0.964,0.964
5EL6_1_2K,0.566,0.501,0.545,0.512,0.551,0.976,0.512,0.976,0.976,0.927,0.976
5EL6_1_2L,0.566,0.501,0.545,0.512,0.551,0.976,0.512,0.976,0.976,0.927,0.976
5EL6_1_3K,0.822,0.386,0.783,0.75,0.866,0.866,0.373,0.56,0.822,1.0,1.0
5EL6_1_3L,0.836,0.501,0.801,0.769,0.877,0.877,0.445,0.716,0.836,1.0,1.0
5EL7_1_16,0.973,0.795,0.777,0.865,0.738,0.973,0.72,0.757,0.757,0.986,0.959
5EL7_1_1J,0.973,0.795,0.777,0.865,0.738,0.973,0.72,0.757,0.757,0.986,0.959
5EL7_1_1K,0.837,1.0,0.0,0.783,0.837,0.837,0.837,1.0,1.0,0.837,0.707
5EL7_1_1L,0.832,0.815,0.196,0.741,0.769,0.769,0.784,0.923,0.815,0.889,0.889
5EL7_1_2K,0.566,0.501,0.545,0.512,0.551,0.976,0.512,0.976,0.976,0.927,0.976
5EL7_1_2L,0.566,0.501,0.545,0.512,0.551,0.976,0.512,0.976,0.976,0.927,0.976
5EL7_1_3K,0.603,0.161,0.522,0.522,0.64,0.64,0.156,0.483,0.603,0.87,0.87
5EL7_1_3L,0.2,0.2,0.775,0.2,0.2,0.2,0.183,0.2,0.183,1.0,1.0
5EPI_1_D,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5EPI_1_H,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5EPI_1_L,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5EPI_1_P,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5EPI_1_T,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5EPI_1_X,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5EW4_1_B-A,0.0,1.0,0.0,1.0,0.674,0.333,0.957,1.0,1.0,0.365,0.0
5EW7_1_B-A,0.0,1.0,0.0,1.0,0.674,0.333,0.957,1.0,1.0,0.365,0.0
5F5F_1_B,0.913,0.913,0.408,0.816,0.0,1.0,1.0,0.816,1.0,1.0,1.0
5F5F_1_D,1.0,1.0,0.258,0.894,0.0,1.0,1.0,0.894,1.0,1.0,1.0
5F5F_1_F,1.0,1.0,0.258,0.894,0.0,1.0,1.0,0.894,1.0,1.0,1.0
5F5F_1_H,0.913,0.913,0.408,0.816,0.0,1.0,1.0,0.816,1.0,1.0,1.0
5F5H_1_C,0.926,1.0,0.378,1.0,0.926,1.0,1.0,1.0,1.0,1.0,1.0
5F5H_1_D,1.0,1.0,0.0,1.0,0.913,1.0,1.0,1.0,1.0,1.0,1.0
5F8G_1_B-C,0.837,1.0,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.949,0.775
5F8H_1_B-C,0.837,1.0,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.949,0.775
5F8I_1_B-C,0.837,1.0,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.949,0.775
5F8J_1_B-C,0.905,1.0,0.0,0.905,0.905,0.905,0.905,0.905,0.905,0.953,0.953
5F8K_1_1B,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.757,0.757,0.986,0.944
5F8K_1_1x,0.566,0.501,0.197,0.751,0.551,0.976,0.512,0.976,0.976,0.952,0.976
5F8K_1_2B,0.972,0.817,0.943,0.861,0.761,0.972,0.712,0.761,0.778,0.986,0.943
5F8K_1_2x,0.566,0.501,0.197,0.751,0.551,0.976,0.512,0.976,0.976,0.952,0.976
5F8L_1_B-C,0.837,1.0,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.949,0.949
5F8M_1_B-C,0.894,0.949,0.0,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949
5F8N_1_B-C,0.866,1.0,0.0,0.866,0.866,0.866,0.866,0.866,0.866,0.935,0.866
5F98_1_B,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5F98_1_D,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5F98_1_F,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5F98_1_H,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5F98_1_J,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5F98_1_L,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0
5F9F_1_B,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0
5F9F_1_D,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0
5F9F_1_F,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0
5F9F_1_H,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0
5F9F_1_J,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0
5F9F_1_L,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0
5F9H_1_B,0.943,1.0,0.192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5F9H_1_D,0.943,1.0,0.192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5F9H_1_F,0.943,1.0,0.192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5F9H_1_H,0.943,1.0,0.192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
